problem_id,rules_text,reaction_state,option_A,option_B,option_C,option_D,answer
4355,"0. If ((steric_factor < 2 OR polarity < 0.591) OR NOT (steric_factor > 0)), Gamma rearrangement dominates Delta elimination.
1. If NOT (polarity < 0.073), Rule 0 is overridden.
2. If exactly 3 mechanisms remain, eliminate Alpha transformation.
3. If NOT (thermal_index < 46), dominance between Beta displacement and Gamma rearrangement is reversed.
4. If exactly 1 mechanisms remain, eliminate Beta displacement.
5. If exactly 2 mechanisms remain, eliminate Delta elimination.
6. If NOT (zeta_affinity < 0), Beta displacement is activated.
7. If exactly 3 mechanisms remain, eliminate Delta elimination.
8. If ((zeta_affinity < 0 AND zeta_affinity < 1) AND NOT (thermal_index > 52)), Rule 6 is overridden.
9. If sigma_density < 7, dominance between Gamma rearrangement and Alpha transformation is reversed.
10. If ((polarity < 0.322 AND steric_factor < 0) OR polarity > 0.146), Rule 0 is overridden.","sigma_density=6, steric_factor=4, polarity=0.612, thermal_index=94, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
4357,"0. If exactly 2 mechanisms remain, eliminate Beta displacement.
1. If polarity < 0.981, dominance between Alpha transformation and Beta displacement is reversed.
2. If NOT (sigma_density < 6), Beta displacement is blocked.
3. If sigma_density < 7, dominance between Delta elimination and Alpha transformation is reversed.
4. If (sigma_density < 8 AND NOT (thermal_index > 73)), Rule 1 is overridden.
5. If steric_factor < 2, Gamma rearrangement is blocked.
6. If (NOT (polarity > 0.772) AND (polarity < 0.555 OR thermal_index < 7)), dominance between Beta displacement and Alpha transformation is reversed.
7. If zeta_affinity > 5, Alpha transformation is activated.
8. If (NOT (zeta_affinity < 4) AND (NOT (zeta_affinity < 0) AND thermal_index < 95)), Beta displacement is blocked.
9. If polarity < 0.163, dominance between Delta elimination and Gamma rearrangement is reversed.","sigma_density=6, steric_factor=1, polarity=0.988, thermal_index=4, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
4359,"0. If NOT (sigma_density > 5), Gamma rearrangement is activated.
1. If exactly 2 mechanisms remain, eliminate Delta elimination.
2. If ((steric_factor < 1 OR NOT (zeta_affinity < 8)) AND zeta_affinity > 10), Rule 1 is overridden.
3. If NOT (sigma_density < 2), Delta elimination dominates Beta displacement.
4. If (steric_factor < 2 AND (NOT (zeta_affinity < 4) OR NOT (steric_factor < 2))), Alpha transformation is activated.
5. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
6. If (polarity < 0.763 OR (sigma_density < 4 AND zeta_affinity < 2)), dominance between Alpha transformation and Delta elimination is reversed.
7. If exactly 3 mechanisms remain, eliminate Delta elimination.","sigma_density=7, steric_factor=5, polarity=0.43, thermal_index=39, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
4360,"0. If ((NOT (zeta_affinity < 1) OR polarity < 0.288) OR (NOT (zeta_affinity > 6) OR sigma_density < 4)), Beta displacement is blocked.
1. If NOT (sigma_density < 10), Delta elimination is blocked.
2. If polarity > 0.207, Alpha transformation is activated.
3. If (steric_factor > 2 AND (NOT (polarity < 0.236) OR NOT (zeta_affinity > 4))), dominance between Delta elimination and Beta displacement is reversed.
4. If exactly 2 mechanisms remain, eliminate Alpha transformation.
5. If (steric_factor < 0 OR NOT (thermal_index > 20)), Beta displacement dominates Gamma rearrangement.
6. If (steric_factor < 1 AND (steric_factor > 5 AND sigma_density < 0)), Rule 0 is overridden.
7. If zeta_affinity > 7, Alpha transformation dominates Beta displacement.
8. If ((sigma_density > 9 OR thermal_index > 2) OR polarity < 0.345), Delta elimination is blocked.
9. If NOT (sigma_density < 2), Beta displacement is blocked.","sigma_density=2, steric_factor=2, polarity=0.164, thermal_index=34, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
4361,"0. If (zeta_affinity > 9 AND steric_factor < 4), Delta elimination is blocked.
1. If NOT (sigma_density < 8), Gamma rearrangement is blocked.
2. If steric_factor < 5, dominance between Gamma rearrangement and Alpha transformation is reversed.
3. If (NOT (thermal_index > 90) OR NOT (sigma_density < 5)), Rule 0 is overridden.
4. If (polarity < 0.972 OR thermal_index < 52), Rule 3 is overridden.
5. If polarity > 0.58, dominance between Delta elimination and Alpha transformation is reversed.
6. If exactly 2 mechanisms remain, eliminate Alpha transformation.
7. If zeta_affinity > 7, dominance between Gamma rearrangement and Beta displacement is reversed.
8. If ((NOT (polarity > 0.924) OR zeta_affinity < 0) OR zeta_affinity > 7), Delta elimination dominates Beta displacement.
9. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
10. If (polarity < 0.818 OR (NOT (steric_factor > 4) AND thermal_index < 32)), Delta elimination is blocked.
11. If ((zeta_affinity > 5 AND zeta_affinity > 6) OR (NOT (polarity < 0.018) OR NOT (thermal_index > 47))), dominance between Beta displacement and Alpha transformation is reversed.","sigma_density=3, steric_factor=4, polarity=0.372, thermal_index=45, zeta_affinity=4",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
4362,"0. If exactly 2 mechanisms remain, eliminate Delta elimination.
1. If exactly 3 mechanisms remain, eliminate Beta displacement.
2. If zeta_affinity < 4, Delta elimination dominates Alpha transformation.
3. If (NOT (zeta_affinity > 2) OR polarity < 0.704), Beta displacement is activated.
4. If NOT (sigma_density > 1), Delta elimination is activated.
5. If thermal_index < 30, Rule 1 is overridden.
6. If sigma_density > 4, Alpha transformation is blocked.
7. If ((NOT (polarity < 0.709) AND NOT (zeta_affinity > 10)) OR thermal_index < 42), Alpha transformation dominates Gamma rearrangement.
8. If polarity > 0.657, dominance between Gamma rearrangement and Delta elimination is reversed.
9. If sigma_density < 2, Gamma rearrangement is activated.
10. If ((NOT (sigma_density < 1) OR steric_factor < 4) AND sigma_density > 5), Alpha transformation dominates Delta elimination.","sigma_density=10, steric_factor=3, polarity=0.282, thermal_index=29, zeta_affinity=1",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
4363,"0. If exactly 2 mechanisms remain, eliminate Beta displacement.
1. If (NOT (polarity < 0.935) OR (steric_factor < 1 AND NOT (thermal_index > 43))), dominance between Alpha transformation and Beta displacement is reversed.
2. If (thermal_index < 46 OR NOT (steric_factor > 0)), dominance between Delta elimination and Beta displacement is reversed.
3. If sigma_density > 7, Delta elimination is blocked.
4. If NOT (steric_factor > 3), Gamma rearrangement dominates Delta elimination.
5. If ((polarity > 0.134 AND thermal_index < 8) OR zeta_affinity > 2), dominance between Delta elimination and Beta displacement is reversed.
6. If NOT (polarity < 0.145), dominance between Gamma rearrangement and Delta elimination is reversed.
7. If ((NOT (zeta_affinity < 4) AND zeta_affinity < 4) AND thermal_index < 16), Gamma rearrangement dominates Alpha transformation.
8. If ((thermal_index < 65 AND NOT (thermal_index < 24)) OR (thermal_index > 34 AND NOT (thermal_index < 19))), Beta displacement is activated.
9. If ((steric_factor > 3 OR NOT (zeta_affinity > 4)) OR NOT (polarity < 0.925)), Beta displacement is activated.
10. If ((zeta_affinity > 3 AND sigma_density < 3) OR (thermal_index > 93 AND thermal_index < 10)), Delta elimination is blocked.","sigma_density=7, steric_factor=0, polarity=0.97, thermal_index=9, zeta_affinity=5",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
4364,"0. If NOT (steric_factor > 0), dominance between Delta elimination and Alpha transformation is reversed.
1. If NOT (polarity < 0.4), Rule 0 is overridden.
2. If ((thermal_index > 71 AND steric_factor > 3) OR polarity > 0.615), Gamma rearrangement is blocked.
3. If exactly 1 mechanisms remain, eliminate Alpha transformation.
4. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
5. If NOT (polarity > 0.025), Beta displacement dominates Alpha transformation.
6. If zeta_affinity > 9, Gamma rearrangement dominates Beta displacement.
7. If NOT (zeta_affinity < 8), Delta elimination dominates Gamma rearrangement.
8. If sigma_density < 4, Rule 6 is overridden.
9. If zeta_affinity < 8, Beta displacement dominates Delta elimination.
10. If polarity < 0.846, Gamma rearrangement is blocked.","sigma_density=5, steric_factor=3, polarity=0.025, thermal_index=50, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
4365,"0. If steric_factor > 2, Alpha transformation is blocked.
1. If polarity < 0.456, Delta elimination is blocked.
2. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
3. If exactly 1 mechanisms remain, eliminate Gamma rearrangement.
4. If zeta_affinity < 0, Delta elimination dominates Gamma rearrangement.
5. If NOT (polarity < 0.757), dominance between Delta elimination and Beta displacement is reversed.
6. If sigma_density < 7, dominance between Alpha transformation and Delta elimination is reversed.
7. If ((NOT (thermal_index < 5) OR zeta_affinity < 7) AND (thermal_index < 85 OR thermal_index < 22)), Gamma rearrangement is blocked.
8. If (zeta_affinity > 6 AND polarity < 0.529), dominance between Gamma rearrangement and Beta displacement is reversed.","sigma_density=2, steric_factor=5, polarity=0.386, thermal_index=77, zeta_affinity=3",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
4366,"0. If ((polarity > 0.688 OR thermal_index < 61) OR NOT (steric_factor < 3)), dominance between Beta displacement and Alpha transformation is reversed.
1. If (zeta_affinity < 0 OR sigma_density > 9), dominance between Gamma rearrangement and Alpha transformation is reversed.
2. If thermal_index > 87, Alpha transformation is activated.
3. If polarity > 0.589, dominance between Alpha transformation and Delta elimination is reversed.
4. If NOT (zeta_affinity < 0), Gamma rearrangement is activated.
5. If (NOT (thermal_index < 85) AND thermal_index > 0), Rule 1 is overridden.
6. If (sigma_density < 9 OR (steric_factor > 5 OR polarity < 0.755)), Delta elimination is activated.
7. If steric_factor > 4, Gamma rearrangement is activated.
8. If (polarity < 0.358 OR (zeta_affinity < 3 OR NOT (thermal_index < 71))), dominance between Alpha transformation and Beta displacement is reversed.
9. If NOT (steric_factor < 1), Gamma rearrangement dominates Beta displacement.
10. If (polarity > 0.389 AND (NOT (sigma_density < 7) OR zeta_affinity > 10)), Gamma rearrangement is blocked.","sigma_density=9, steric_factor=0, polarity=0.96, thermal_index=23, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
4369,"0. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
1. If (sigma_density < 3 AND (NOT (steric_factor > 4) OR polarity < 0.97)), Beta displacement is activated.
2. If (thermal_index > 51 OR zeta_affinity > 5), dominance between Gamma rearrangement and Alpha transformation is reversed.
3. If ((NOT (polarity < 0.746) OR NOT (polarity < 0.976)) OR polarity > 0.496), dominance between Beta displacement and Alpha transformation is reversed.
4. If steric_factor > 0, Alpha transformation dominates Delta elimination.
5. If NOT (polarity > 0.799), Beta displacement dominates Delta elimination.
6. If ((NOT (polarity < 0.818) AND polarity > 0.375) OR (thermal_index < 93 AND NOT (steric_factor > 0))), dominance between Delta elimination and Beta displacement is reversed.
7. If exactly 2 mechanisms remain, eliminate Alpha transformation.","sigma_density=9, steric_factor=4, polarity=0.525, thermal_index=62, zeta_affinity=7",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
4370,"0. If NOT (thermal_index < 19), Beta displacement dominates Alpha transformation.
1. If zeta_affinity < 4, Beta displacement is blocked.
2. If exactly 2 mechanisms remain, eliminate Beta displacement.
3. If (polarity < 0.438 AND polarity > 0.958), dominance between Delta elimination and Gamma rearrangement is reversed.
4. If (steric_factor > 2 AND sigma_density > 2), Beta displacement dominates Alpha transformation.
5. If (NOT (steric_factor < 0) AND steric_factor > 4), Rule 3 is overridden.
6. If ((NOT (polarity < 0.786) AND steric_factor > 4) AND polarity < 0.073), Alpha transformation dominates Gamma rearrangement.
7. If exactly 1 mechanisms remain, eliminate Beta displacement.
8. If zeta_affinity < 2, Rule 0 is overridden.
9. If (NOT (polarity < 0.389) OR (NOT (thermal_index > 23) AND NOT (steric_factor > 1))), dominance between Delta elimination and Gamma rearrangement is reversed.
10. If ((sigma_density < 0 AND NOT (sigma_density < 4)) OR (thermal_index > 89 OR NOT (sigma_density > 8))), Delta elimination dominates Beta displacement.","sigma_density=9, steric_factor=1, polarity=0.856, thermal_index=40, zeta_affinity=6",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
4371,"0. If ((thermal_index < 79 AND polarity > 0.64) AND (NOT (polarity < 0.561) AND steric_factor > 4)), dominance between Beta displacement and Alpha transformation is reversed.
1. If polarity > 0.03, Rule 0 is overridden.
2. If polarity > 0.599, dominance between Gamma rearrangement and Alpha transformation is reversed.
3. If exactly 1 mechanisms remain, eliminate Delta elimination.
4. If ((sigma_density > 9 OR NOT (polarity > 0.209)) OR (polarity < 0.733 AND NOT (steric_factor > 3))), Alpha transformation is blocked.
5. If NOT (thermal_index > 29), dominance between Delta elimination and Beta displacement is reversed.
6. If (NOT (polarity < 0.277) OR polarity > 0.686), dominance between Delta elimination and Alpha transformation is reversed.
7. If steric_factor < 5, Beta displacement is blocked.
8. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
9. If ((zeta_affinity > 3 OR NOT (sigma_density > 0)) OR steric_factor > 2), Beta displacement dominates Delta elimination.
10. If NOT (polarity > 0.049), dominance between Beta displacement and Gamma rearrangement is reversed.","sigma_density=3, steric_factor=0, polarity=0.965, thermal_index=92, zeta_affinity=7",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
4372,"0. If exactly 1 mechanisms remain, eliminate Gamma rearrangement.
1. If ((steric_factor > 0 OR zeta_affinity > 9) OR polarity < 0.848), Rule 0 is overridden.
2. If (zeta_affinity < 7 OR NOT (polarity > 0.308)), Rule 1 is overridden.
3. If zeta_affinity < 4, dominance between Delta elimination and Beta displacement is reversed.
4. If thermal_index > 63, Gamma rearrangement dominates Beta displacement.
5. If (zeta_affinity > 3 OR (NOT (sigma_density < 4) OR zeta_affinity < 7)), Alpha transformation is blocked.
6. If zeta_affinity < 8, dominance between Beta displacement and Delta elimination is reversed.
7. If exactly 2 mechanisms remain, eliminate Delta elimination.
8. If steric_factor > 0, dominance between Gamma rearrangement and Delta elimination is reversed.
9. If steric_factor < 2, Beta displacement dominates Gamma rearrangement.","sigma_density=9, steric_factor=3, polarity=0.657, thermal_index=49, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
